Id,Reaction,External ids,template,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
RSS,,,257.3499579595877,5.362394725227508,5.480831068787907,5.804733797928946,6.522377851916276,6.663535466239793,7.08813725694505,7.466807626746483,7.6490575274133725,8.90028664339638,13.096399378302007
Thres,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
p_value,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Id,Reaction,External ids,template,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,LN_SBPLX,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
r1001_SubsGlcPeri,SubsGlcPeri-->GlcPeri,(kegg:SubsGlcPeri),200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,fixed,200.0,1.0,0.0,500.0,ABCDEF-->ABCDEF,no
r1002_SubsCO2,SubsCO2-->CO2,(kegg:SubsCO2),998.7859044113411,297.5335108375832,471.1101120561671,606.0845465705986,390.76452386418794,140.2594555881476,132.31738410396042,839.0194525361035,725.2333624060209,865.3161568771695,703.3533031829115,free,1.0,1.0,0.0,1000.0,A-->A,no
r1003_SubsLacPeri,SubsLacPeri-->LacPeri,(kegg:SubsLacPeri),4.886794759597365,14.595517105756699,0.0007423850217946892,1.6269814295810647e-07,65.0332598754278,46.31892403085459,87.37456934540705,2.761714767984813e-08,22.18898049814368,2.865476744773332e-10,26.37609553330401,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r1004_SubsAcCOAmit,SubsAcCOAmit-->AcCOAmit,(kegg:SubsAcCOAmit),36.39407598768446,49.999971144583924,50.0,9.882021058307942,24.08898147518778,26.694954299735855,49.99986827271772,9.348957519250689e-08,0.28124418007115537,0.0010846179483792184,49.98888135968542,free,50.0,1.0,0.0,50.0,AB-->AB,no
r1005_SubsGly,SubsGly-->Gly,(kegg:SubsGly),3.691079489486981,9.999999999998806,7.526743433038291,9.99899644048267,9.999640073147134,0.028433403406239677,9.998787629671796,9.999999999994259,9.983546027139994,9.999999999999943,9.999975382237352,free,5.0,1.0,0.0,10.0,ABC-->ABC,no
r1006_SubsGln,SubsGln-->Gln,(kegg:SubsGln),41.81456971518139,49.98429072210388,31.460615802292978,49.99795774592474,41.588569267723074,49.99999974665377,49.99994009616205,29.388176546277236,46.380787127031226,30.349588681563546,49.99491304379285,free,30.0,1.0,0.0,50.0,ABCDE-->ABCDE,no
