State,Id,type,flux_calue,flux_std,lb,ub
metabolite,Mal,fixed,10,1,0.001,100
metabolite,Malcyt,fixed,10,1,0.001,100
metabolite,NADH,fixed,10,1,0.001,100
metabolite,NADPH,fixed,10,1,0.001,100
metabolite,Oxa,fixed,10,1,0.001,100
metabolite,Oxacyt,fixed,10,1,0.001,100
metabolite,PEP,fixed,10,1,0.001,100
metabolite,ProCOA,fixed,10,1,0.001,100
metabolite,Pyr,fixed,10,1,0.001,100
metabolite,R5P,fixed,10,1,0.001,100
metabolite,Ru5P,fixed,10,1,0.001,100
metabolite,S7P,fixed,10,1,0.001,100
metabolite,Suc,fixed,10,1,0.001,100
metabolite,Xu5P,fixed,10,1,0.001,100
